idx,title,issue,issue_date,expiry_date,strap,summary,body,updated_date,type,sitecode,published,author,commentboard,tid
192069,"Overworked Singaporeans feeling the heat",,"2014-09-17 00:00:00","2114-09-17 00:00:00",/files/image/HRM/HRM%20148/17975001_xxl.jpg,"More than 80% of Singapore’s professionals are clocking longer hours than their stipulated contractual working times.","<img alt="""" src=""/files/image/HRM/HRM%20148/17975001_xxl.jpg"" style=""width: 200px; height: 150px; margin-left: 5px; margin-right: 5px; float: left;"" />A significant majority of Singapore&rsquo;s professionals are overworking, resulting in negative repercussions on their work-life balance.<br />

<br />

Over 80 percent (82%) of the professionals who answered the <em>Morgan McKinley Working Hours Survey 2014</em> claimed they are working above the hours designated in their contracts which is slightly below Japan and Hong Kong (both 84%) but higher as opposed to China (65%).<br />

<br />

The survey also showed that close to two thirds (65%) of Singapore&rsquo;s professionals said they feel obligated to clock longer hours but only 28% believed they are more productive during these additional hours as opposed to their Asia Pacific counterparts in Australia (55%), China (39%), Hong Kong (37%) and Japan (36%).<br />

<br />

A staggering majority (85%) of respondents felt that excessive working hours are having an effect on their work-life balance.<br />

<br />

Despite this, Singapore&rsquo;s professionals are proceeding to work even when they are not present at the office, with 72% of respondents claiming they continue to work from home or on mobile devices.<br />

<br />

Even against the backdrop of the long hours working culture, the survey highlighted that just over half (54%) of respondents are aware of flexible work options at their company, with working from home being the most frequent (41%), followed by flexi-time (32%) and part-time (12%).<br />

<br />

However, over a quarter (26%) of respondents claimed there are presently no flexible work arrangements at their company, while 20% added they are unaware of flexible options given to them.<br />

<br />

&ldquo;This is indicative of the work culture across Asia, where typically longer working hours and late nights in the office are commonplace, so I&rsquo;m not surprised by the statistics at all,&rdquo; said Andrew Evans, COO, South Asia, &nbsp;Morgan McKinley.<br />

<br />

&ldquo;Typically, in Singapore the workforce starts their day later than their western counterparts, and work lunch breaks are well enjoyed. It is culturally acceptable to enjoy a good hour for eating during lunchtime which does add to a later day&rsquo;s leave.&rdquo; &nbsp;<br />

<br />

Evans said that more can be facilitated to boost flexibility to working hours by offices in the Singaporean landscape.<br />

<br />

He added that while the average professional in Singapore is committed to clocking long hours, their survey highlighted that many professionals are discontented with work-life balance aspects.<br />

<br />

&ldquo;Unfortunately, there is not much choice at the moment,&rdquo; said Evans.<br />

<br />

&ldquo;While a minority of companies are able to offer working from home or flexi hours, clearly in the overall majority this policy is not currently implemented well or deemed acceptable by senior management.&rdquo;<br />

<br />

Morgan McKinley quizzed professionals in Singapore as part of the <em>Morgan McKinley Working Hours Survey 2014</em> in August 2014.<br />

<br />

Respondents were all professionals who are working in a range of specialist sectors such as Banking and Financial Services, Technology, Retail &amp; FMCG (Fast-moving consumer goods), Construction &amp; Engineering, Public Service, Media, Pharmaceutical, Healthcare and Legal.<br />

<br />

The survey was conducted in Australia, China, Hong Kong, Japan and Singapore.","2014-09-17 00:00:00",581,HRM,1,,1,581
192073,"Slow finish for productivity after Singapore F1 race",,"2014-09-17 00:00:00","2114-09-17 00:00:00",/files/image/HRM/HRM%20148/13266463_xxl.jpg,"Expect a quiet Monday on the business front when the F1 Singapore Grand Prix comes to a halt after this weekend.","<img alt="""" src=""/files/image/HRM/HRM%20148/13266463_xxl.jpg"" style=""width: 267px; height: 150px; margin-left: 5px; margin-right: 5px; float: left;"" />Employers, you have been cautioned.<br />

<br />

A notable 28% of Singaporeans who attend the event have plans to take time off, admitting that this will affect their productivity at work.<br />

<br />

These were the findings of<em> Life in the Fast Lane,</em> a survey done by specialist recruiters font.<br />

<br />

More than half of respondents (56%) who will be at the F1 races are expected to party late into the night and soak in the celebratory atmosphere at the event.<br />

<br />

Alcohol consumption and late nights (39%) were singled out in the study as the top reason for lower productivity.<br />

<br />

However, not all is lost on the business front as Singapore marketers look to capitalise on the huge potential of this internationally renowned event, with 66% of them agreeing that brands tapping into the event are making worthwhile investments.<br />

<br />

A significant 51% of Singaporeans see the Singapore Grand Prix as the most important event for marketers to leverage on here.<br />

<br />

The popularity of the event in itself has been the main reason to draw marketers to the event (40%).<br />

<br />

Other reasons for being a part of the Formula 1 races include networking opportunities (24%) and partying (17%).<br />

<br />

The<em> Life in the Fast Lane,</em> study surveyed 100 marketers form marketing, digital communications and creative roles in Singapore to share their views on one of the most anticipated events in the sporting calendar, the F1 Singapore Grand Prix.","2014-09-17 00:00:00",581,HRM,1,,1,581
192110,"Singapore parents hesitating to pass down work practices to children",,"2014-09-18 00:00:00","2114-09-18 00:00:00",/files/image/HRM/HRM%20148/29947150_xxl.jpg,"A significant 53% of parents in Singapore polled are unwilling to impart their professional working knowledge to their kids.","<img alt="""" src=""/files/image/HRM/HRM%20148/29947150_xxl.jpg"" style=""width: 225px; height: 150px; margin-left: 5px; margin-right: 5px; float: left;"" />Parents in Singapore are reluctant to share working practices and knowledge that could benefit their children&rsquo;s future careers.<br />

<br />

According to a survey by online professional network LinkedIn, over half of parents surveyed (53%) are unwilling to disclose professional knowledge that could positively affect their children&rsquo;s working life.<br />

<br />

However, 59% of employees here feel they could gain professionally from their parents&rsquo; wisdom and skillsets, according to the survey unveiled on Wednesday.<br />

<br />

The poll of over 1,000 professionals and parents of professionals in Singapore identified the top three causes as to why parents in Singapore have not revealed their knowledge with their children.<br />

<br />

A significant 38% of parents believe their children have not required it, 34Z% believe the working world has altered and that their advice is no longer suitable, while 28% feel the lack of knowledge of their child&rsquo;s career has impeded them from doing so.<br />

<br />

The research also highlighted that 46% of parents polled believe they can assist their children on the aspect of time management.<br />

<br />

This is steeper than the global average of 37% of parents who believe they can share time management skills, according to LinkedIn.&nbsp;<br />

<br />

In addition, 43% of parents in Singapore polled feel they can help in problem solving, while 39% claim they can assist in areas such as integrity and perseverance.&nbsp;<br />

<br />

The survey also showed that 62% of professionals feel their parents have had an effect on their career, but 16% confessed they have not thanked their parents for their guidance.<br />

<br />

Three-quarters of professionals polled also concurred they should convey their gratitude more regularly.<br />

<br />

The survey was conducted as part of LinkedIn&#39;s <em>Bring In Your Parents Day</em> initiative.<br />

<br />

<em>Bring In Your Parents Day,</em> which occurs on November 6, endorses firms globally to welcome their employees&#39; parents into the workplace to give them a taste of their child&rsquo;s professional career.","2014-09-18 00:00:00",581,HRM,1,,1,581
192126,"CET 2020 will see stronger emphasis on building skills",,"2014-09-18 00:00:00","2114-09-18 00:00:00",/files/image/HRM/HRM%20148/19537277_xxl.jpg,"A collaborative effort needed for a stronger workforce.","<img alt="""" src=""/files/image/HRM/HRM%20148/19537277_xxl.jpg"" style=""width: 200px; height: 150px; margin-left: 5px; margin-right: 5px; float: left;"" />Employers can expect to play an active role in building and valuing skills of Singaporeans under the new Continuing Education and Training (CET) 2020 masterplan unveiled by the Singapore Workforce Development Agency (WDA) yesterday.<br />

<br />

&nbsp;The masterplan will look to keep the workforce relevant and meet industry needs. In order to do so, the WDA plans to strengthen partnerships with employer, industry associations, unions and training organisatation.<br />

<br />

This collaborative effort aims at enabling individuals to deepen their professional competencies, and advance in their careers based on the skills they gain.<br />

<br />

<strong>What to expect for CET 2020?</strong><br />

<br />

The CET 2020 masterplan outlined three areas of focus- developing increased involvement by employers in building and valuing skills; enabling individuals to make informed career choices and enhancing high quality learning of CET courses.

<p><span style=""line-height: 1.6;"">Under the CET 2020, WDA will work closely with sector lead agencies, employers and unions to co-develop &nbsp;manpower and skills plan for each key sector, in order to support industry growth and productivity efforts.</span></p>

It will identify the specific manpower and skills required for each sector over a five-year period and outline the measures to meet these requirements.<br />

<br />

WDA will also develop sectoral competency frameworks that will underpin the development of pre-employment training programmes offered by post-secondary education institutions.<br />

<br />

These frameworks will serve as a useful guide for employers to guide their HR practices such as recruiting and planning career progression pathways for their employees.<br />

<br />

&quot;The game changer is that the relationships will have to change. The roles of each of the parties involved will have to be different. Employers will have to step forward now and be more actively involved in defining the skills we need, defining the manpower requirements and also being involved in rolling out interventions. These include measures to attract, retain and develop their talent. Likewise for individuals and training providers,&quot; said Ng Cher Pong Chief Executive of WDA.<br />

<br />

The programme will also see the stepping up of efforts to reach out to small and medium-sized enterprises (SMEs) including partnering with SPRING&rsquo;s network of SME centres to offer manpower and training advisory support. This will allow SMEs to gain a comprehensive suite of Government schemes that address manpower and skills needs.<br />

<br />

<b>Addressing challenges ahead</b><br />

Speaking at the launch of the new CET masterplan, Deputy Prime Minister Tharman Shanmugaratnam spoke on the setting up of a new SkillsFuture Council to help Singaporeans develop skills relevant to the future and to build a future based on mastery of skills in every job.<br />

<br />

He pointed out that the biggest challenge for SkillsFuture is probably changing employment practices.&nbsp;<br />

<br />

&ldquo;Changing the way in which industries recognise skills and working together amongst&nbsp;companies so as to be able to have a credible system, a credible skills framework that employees can identify with and employers and companies know it is worth something - it is not new to us but this is an area that requires development,&quot; said Tharman.<br />

<br />

He also &nbsp;addressed concerns by employers who are reluctant to invest in training for fear of losing staff which in turn leads to workers leaving their jobs and said that this &ldquo;vicious cycle&rdquo; must be broken and added that a sectoral or national skills framework will ensure a ready supply of skilled workers across the board which would benefit employers.<br />

<br />

He assured the Government will provide support resources and even funding so that Singaporeans can achieve success.","2014-09-18 00:00:00",581,HRM,1,,1,581
192144,"More Stress, Less Productivity",,"2014-09-22 00:00:00","2114-09-19 00:00:00",/files/image/HRM/HRM%20148/11847248_xxl.jpg,"It's important to promote a less stressed environment in the workplace.","<img alt="""" src=""/files/image/HRM/HRM%20148/11847248_xxl.jpg"" style=""width: 138px; height: 92px; margin-left: 5px; margin-right: 5px; float: left;"" />Are you piling the pressure on your employees? &nbsp;<br />

<br />

This may affect productivity at work, according to the <em>Global Benefits Attitudes</em> survey by Towers Watson.<br />

<br />

The study shows that over half of employees claiming to experience high stress levels were also reported to be disengaged.<br />

<br />

On the contrary, only one in ten employees claiming low stress levels reported disengagement. Half of this group also claimed to be highly engaged.<br />

<br />

A notable 30% in the US claimed high levels of workplace stress. This was slightly lower than the reported 34% in the UK.<br />

<br />

The research clearly showed the destructive link between high levels of stress and reduced productivity,said Rebekah Haymes, Senior Consultant and Wellbeing Specialist at Towers Watson.<br />

<br />

Causes for high stress levels were also studied with more than half of employees surveyed citing inadequate staffing as the biggest reason.<br />

<br />

In the US, inadequate staffing was identified as the second largest cause after &rsquo;lack of work-life balance.&rsquo;<br />

<br />

&ldquo;If business leaders want to promote a lower stress environment in their workplace, it&rsquo;s vital that they understand the real causes of stress in their organisation,&rdquo; said Haymes.<br />

<br />

Highly stressed employees were also linked with higher absence levels at work taking an average of 4.6 sick days per year as compared to 2.6 days for employees with low stress levels.<br />

<br />

The survey studied a total of 22,347 employees across 12 countries.","2014-09-18 00:00:00",581,HRM,1,,1,581
192173,"US employees are ""high"" at work",,"2014-09-19 00:00:00","2114-09-19 00:00:00",/files/image/HRM/HRM%20148/5754719_xxl(2).jpg,"Close to 10% of American workers polled in a survey claimed they arrive to work high on weed.","<img alt="""" src=""/files/image/HRM/HRM%20148/5754719_xxl(2).jpg"" style=""width: 280px; height: 253px; float: left; margin-left: 5px; margin-right: 5px;"" />We&rsquo;ve all heard tales of people coming to work drunk.<br />

<br />

But how about coming to work high on weed?<br />

<br />

Approximately 9.74% of US employees can attest to that, having come to work under the influence of marijuana, a survey has revealed.<br />

<br />

According to the <em>Drugs at Work </em>survey conducted by SurveyMonkey for <em>Mashable </em>a British-American news website, technology and social media blog, of the group that used marijuana, an alarming 19.23% confessed to obtaining the drug illegally.<br />

<br />

While 92.13% of respondents claimed they were very unlikely to go to work under the influence of marijuana in the future, 1.50% cited they were very likely to do so.<br />

<br />

Tellingly, 0.94% of those polled said it was very likely they would take marijuana while at work in the future.<br />

<br />

Excluding marijuana, 3.37% of those quizzed said they had gone to work under the influence of an illegal drug.<br />

<br />

While 28.28% of those polled said they had entered the workplace under the influence of a prescription drug, of those who said yes, 7.28% added it was for recreational purposes.<br />

<br />

Around 534 Americans disclosed their marijuana and prescription drug taking habits at work in the survey.","2014-09-19 00:00:00",581,HRM,1,,1,581
192174,"Revealed: The ""coffeeholic"" occupations",,"2014-09-19 00:00:00","2114-09-19 00:00:00",,"Which profession tops the list of coffee consumers?","<img alt="""" src=""/files/image/coffeecup(1).jpg"" style=""width: 138px; height: 99px; margin-left: 5px; margin-right: 5px; float: left;"" />Do you rely on caffeine to get your morning started?<br />

<br />

If you do, then you&rsquo;re not alone.<br />

<br />

85% of some 10,000 professionals from different fields have admitted to drinking three cups of coffee a day in a survey done by <em>Pressat.</em><br />

<br />

Nearly 70% have also admitted that their work would be affected without their daily mug of coffee .<br />

<br />

Drinking coffee seems to be a common practice for professionals across different fields and guess which profession&nbsp;tops the list as the highest consumers?&nbsp;<br />

<br />

The survey revealed that journalist topped this list followed closely by police officers and teachers.<br />

<br />

However, not all professionals are aware of the health risks that come with consuming coffee.<br />

<br />

A recent survey by the <em>University of South Carolina</em> found that 62% of consumers were not aware of the health risks.<br />

<br />

Consuming large amounts of coffee to get through the stress and strains of the day can lead to increase risk to your health causing you to suffer from strokes to anxiety to heart problems.<br />

<br />

So the next time you&rsquo;re having your caffeine dose, remember to keep it limited!<br />

<br />

Here&rsquo;s a list of top ten professions that top of the list for coffee consumption:

<ul>

	<li>Journalists and media staff</li>

	<li>Police officers</li>

	<li>Teachers</li>

	<li>Plumbers and trade workers</li>

	<li>Nurses and medical staff</li>

	<li>Company executives</li>

	<li>Telesales</li>

	<li>IT technical support</li>

	<li>Retail staff</li>

	<li>Drivers</li>

</ul>","2014-09-19 00:00:00",581,HRM,1,,1,581
192175,"Time for your irrelevant 2pm meeting...",,"2014-09-19 00:00:00","2114-09-19 00:00:00",/files/image/HRM/HRM%20148/9065526_xxl.jpg,"UK office employees are attending pointless meetings that have been set up out of routine.","<img alt="""" src=""/files/image/HRM/HRM%20148/9065526_xxl.jpg"" style=""width: 138px; height: 92px; margin-left: 5px; margin-right: 5px; float: left;"" />It can often be an excruciating, lengthy and tedious affair.<br />

<br />

Imagine sitting through hours of waffling by bosses as you painfully wait for them to conclude.<br />

<br />

This is the scenario endured by British office staff.<br />

<br />

According to the <em>Better Meetings survey</em> conducted by virtual meeting provider Citrix, UK office employees believe that more than a third of all meetings are a complete waste of time.<br />

<br />

The respondents in the survey claimed they spend an average of 3.3 hours in meetings daily, and many of them are not even worthwhile.<br />

<br />

Employees from the IT sector said half of all meetings they sat through were unproductive, those working in education believed 42% of meetings were pointless, while staff in financial services added that 40% of meetings were not required.<br />

&nbsp;<br />

Workers deemed a meeting to be &ldquo;bad&rdquo; if no concise agenda had been formulated (70%), if it went off-tangent (56%), lacked fluidity (55%), attendees were inattentive (49%) or no decisions were taken (49%).<br />

<br />

According to the report published by Citrix entitled &lsquo;<em>The Insider&rsquo;s Guide to Better Meetings</em>&rsquo;, it revealed that teams organise and attend meetings out of routine.<br />

<br />

&ldquo;Email has contributed to meeting proliferation by making it all too easy to invite a whole bunch of people to gather round a table by just hitting &lsquo;send&rsquo;, rather than considering whether the goal could be accomplished some other way,&rdquo; it read.<br />

&nbsp;<br />

The report added that meetings were too lengthy, with the average person&rsquo;s attention span in a face-to-face meeting equating to 35 minutes and just 23 minutes on a conference, as well as being too costly.<br />

<br />

In addition, the report cited that conventional meetings can impede creativity and innovation.<br />

&nbsp;<br />

&ldquo;If someone introduces a novel solution or radical idea into a meeting, it often ends up going nowhere,&rdquo; it read.<br />

&nbsp;<br />

&ldquo;It&rsquo;s a similar phenomenon to what psychologists call the &lsquo;bystander effect&rsquo;, where the greater the number of people present, the less likely observers are to help a person in distress.&rdquo;<br />

&nbsp;<br />

&ldquo;Nobody takes ownership, so &lsquo;decision by committee&rsquo; means the concept gets watered down, or the outcome is a safe option or even no decision at all.&quot;","2014-09-19 00:00:00",581,HRM,1,,1,581
192212,"HR weather forecast: Silver tsunami ahead",,"2014-09-23 00:00:00","2114-09-23 00:00:00",/files/image/HRM/HRM%20148/17901834_xxl.jpg,"Employers are set to lose a fifth of their workforce to retirement in the next five years, yet the majority have no concrete backup plans.","<img alt="""" src=""/files/image/HRM/HRM%20148/17901834_xxl.jpg"" style=""width: 138px; height: 111px; margin-left: 5px; margin-right: 5px; float: left;"" />HR professionals are expecting an exodus of their talent through retirement in years to come.<br />

<br />

According to the <em>2014 Talent Management Benchmarking Study</em> unveiled by the International Public Management Association for Human Resources (IPMA-HR), only slightly more than a quarter (27.4%) of survey respondents have structured a succession plan, causing major worries for the often espoused &ldquo;silver tsunami.&rdquo;<br />

<br />

&ldquo;Succession planning is a major concern of the government workforce,&rdquo; said IPMA-HR Executive Director Neil Reichenberg.<br />

<br />

&ldquo;However, succession planning does not happen overnight for organisations. It is a process.&rdquo;<br />

<br />

According to IPMA-HR&rsquo;s analysis, six out of 10 public sector organisations (63%) claimed that the older boomers (56-64) and the silent generation (65-73) are the least prone, as opposed to the other generational cohorts, to depart from their jobs voluntarily, unless due to retirement.<br />

<br />

Due to this silvering crisis, public sector HR professionals are slowly but surely looking for solutions via military and millennial recruitment.","2014-09-22 00:00:00",581,HRM,1,,1,581
192250,"Singapore to become global hub for wealth management",,"2014-09-23 00:00:00","2114-09-23 00:00:00",/files/image/28050939_xxlmer.jpg,"With wealth creation moving at breakneck speed in Asia, Singapore is in a unique position to ride this growth.","<img alt="""" src=""/files/image/28050939_xxlmer.jpg"" style=""width: 138px; height: 92px; margin-left: 5px; margin-right: 5px; float: left;"" />Exciting opportunities lay in wait for Singapore as the country is poised to challenge Switzerland to become the largest wealth management centre, according to UBS officials.<br />

<br />

Chi-Won Yoon, Chief Executive of the Swiss bank&rsquo;s operations in the Asia-Pacific said that &ldquo; Singapore plays a very important part in our strategy across the region&rdquo; and that while the country was much more focused on trade finance previously, Singapore has emerged as &ldquo;one of the key global wealth management hubs&rdquo; over the last ten years.<br />

<br />

He also noted that with Asia growing faster than any region in the world, making it a factor in wealth creation in the region.<br />

<br />

&ldquo;It is true that there have been regulations and the world of wealth management has changed. The real compelling advantage in wealth management is the intellectual content and the advice we can give our clients. From that point of view, Switzerland has led the way, and Asia is following to some extend,&rdquo; Chi-Won added.<br />

<br />

He was speaking to reporters on the sidelines of an event which marked UBS&rsquo; 50<sup>th</sup> anniversary in Asia.<br />

<br />

UBS currently has 4,000 employees in Singapore&nbsp; across wealth management , investment banking, global asset management business and global offshoring activities.<br />

<br />

<br />

&nbsp;","2014-09-23 00:00:00",581,HRM,1,,1,581
192253,"Oldtown White Coffee's discriminatory ad sparks outrage",,"2014-09-23 00:00:00","2114-09-23 00:00:00",/files/image/22390475_xldis.jpg,"The next time you put up a job ad, make sure that it isn't bordering on racism.","<img alt="""" src=""/files/image/22390475_xldis.jpg"" style=""width: 138px; height: 85px; margin-top: 5px; margin-bottom: 5px; float: left;"" />Oldtown White Coffee in Malaysia has landed itself in hot water after the company posted a recruitment ad as it looked to make several new hires.<br />

<br />

Priority was given to Malay and Chinese applicants in the ad. &nbsp;This sparked outrage by netizens as some pointed out that the ad was provocative for Indians.<br />

<br />

The company has since apologised issuing a statement to clarify the matter.<br />

<br />

It added that the recruitment letter was posted by a franchisee of its new outlet and the management were not aware of its contents.<br />

<br />

&ldquo;As a home grown Malaysian brand, we value everyone equally and it has never been our intention or the intention of the franchisee to make any individuals feel slighted or offended in any way. We will take immediate and appropriate action internally to ensure that this will not happen again,&rdquo; said Oldtown White Coffee.<br />

<br />

The ad was said to announce the launch of a new outlet in Taman Mount Austin, Johor.","2014-09-23 00:00:00",581,HRM,1,,1,581
192269,"Singapore's workforce still trailing neighbours in women representation",,"2014-09-24 00:00:00","2114-09-24 00:00:00",/files/image/31699894_xxl%5B1%5Dwom.jpg,"Latest findings show Singapore needs to do more to achieve gender parity","<img alt="""" src=""/files/image/31699894_xxl%5B1%5Dwom.jpg"" style=""width: 138px; height: 103px; margin-left: 5px; margin-right: 5px; float: left;"" />Singapore is still playing catch-up to other Asian markets in terms of women representation at different levels in the workplace .This is according to the latest findings of the Community Business&rsquo; &lsquo;Gender Diversity Benchmark for Asia 2014&rsquo; (GDBA 2014) report.<br />

<br />

The report sponsored by the Bank of America Merrill Lynch sees Singapore fall &nbsp;to the bottom half, ranking fourth in Asia on all indicators including the average representation of women in the total workforce (48.2%) as well as at junior, medium and senior levels.<br />

<br />

This leaves Singapore trailing behind the likes of Hong Kong (50.9%) &nbsp;China (56.7 %) and Malaysia (58.1%).<br />

<br />

Although the country has achieved gender parity at junior levels (58.5%); other markets have caught up quickly, leaving Singapore two places lower than the its standing in the same survey conducted in 2011.<br />

<br />

Northern neighbor Malaysia is presenting an encouraging picture for average representation of women in the workforce. The country&rsquo;s performance is a consistent upward trend as compared to 2011.<br />

<br />

However the biggest leak in the pipeline for both Singapore and Malaysia remains between middle to senior level positions.<br />

<br />

&ldquo;Women continue to be under-represented at senior levels in organisations and we need to continue to address this. However, overall these gradually improving numbers show that moving the needle and achieving greater gender balance, if not gender parity at all levels, is indeed an achievable goal in Asia.<br />

<br />

&ldquo;In particular, we commend Malaysia on its strong and improved performance&hellip;despite the less favourable environment for women&rsquo;s advancement in Malaysia; the country performs well on data points. These findings show that the existence of policies and programmes does not necessarily correlate to strong performance&hellip;,&rdquo; said Fern Ngai, CEO of Community Business.<br />

<br />

One area that Singapore is thriving in is in having flexible workplace arrangements.<br />

<br />

Findings in the survey revealed that Singaporean companies have excelled above the regional average in many respects especially in paid maternity leave and paternity leave. Flexible workplace arrangements are well established with nearly all companies offering this to their employees.<br />

<br />

&ldquo;In countries like Singapore, women-friendly and pro-family policies are fostering an environment that helps companies build great places to work,&rdquo; said Bernhard Steiner, Bank of America Merrill Lynch Asia Pacific Chief Risk Officer.<br />

<br />

The study benchmarked Asia&#39;s gender diversity in over 30 multinational companies across asia.","2014-09-23 00:00:00",581,HRM,0,,1,581
192270,"Left behind: Laid off US employees",,"2014-09-29 00:00:00","2114-10-01 00:00:00",,"American workers are struggling to make ends meet having lost their jobs.","The future seems bleak for american workers who have been laid off.<br />

<br />

A recent survey by Heldrich Center has revealed that 22% of workers who were laid off in the past five years have still remain unemployed.&nbsp;<br />

<br />

The report highlights that despite the drop in long-term unemployment recently, many Americans who are out of work are still struggling to recoup their wages and lifestyle.<br />

<br />

&quot;While the worst effects of the Great Recession are over for most Americans, the brutal realities of diminished living standards endure for the three million American workers who remain jobeless years after they were laid off, &quot; said Carl Van Horn, Director of the Heldrich Center for Workforce Development at Rutgers University.<br />

<br />

Though long-term unemployment has fallen, those that are hired only hold temporary or part-time slots, or full-time positions which pay less than their previous jobs.&nbsp;46% of workers who found full-time jobs said that their new jobs pay less than their previous one.<br />

<br />

The financial hardship is indeed greatest for those with long-term unemployment with more than four in 10 having to sell possesions to meet their daily needs. More than a fifth of them have also moved in with friends and family.<br />

<br />

The survey also revealed that despite their struggles, most do not benefit from the government assitance scheme at hand. Just 38% are receving unemployment insurance, and 83% of them who did get benefits lost them due to fidning another job.<br />

<br />

The survey was conducted with 1,153 Americans, about 300 of them have been unemployed for a long-term.<br />

<br />

&nbsp;","2014-09-23 00:00:00",581,HRM,1,,1,581
192272,"Calling it quits after workplace bullying",,"2014-09-24 00:00:00","2114-09-24 00:00:00",/files/image/15263165_xxlbul.jpg,"Employees are leaving their jobs after being mistreated at work.","<img alt="""" src=""/files/image/15263165_xxlbul.jpg"" style=""width: 138px; height: 92px; margin-top: 5px; margin-bottom: 5px; float: left;"" />Workplace bullying may not be as uncommon as it may seem.&nbsp;<br />

<br />

Nearly one-third of workers in America report having felt bullied at work, according to a recent survey by <em>CareerBuilder. </em>What&rsquo;s worse is that roughly 20% of them have ended up leaving their jobs because of this.<br />

<br />

The survey revealed that 34% of woman claim to have been the victim of workplace bullying as compared to 22% of men.<br />

<br />

A notable 30% of lesbian, gay, bisexual and transgender (LGBT) also reported to be bullied, at work, along with 44% of physically disabled workers.<br />

<br />

The study also revealed that 27% of African American workers and 25% of Hispanic workers also claimed to have felt bullied at work, as compared to 24% of Caucasian males.<br />

<br />

One of the most surprising takeaways from the study was that bullying impacts workers of all backgrounds regardless of race, education, income and level of authority within an organization,&quot; said Rosemary Haefner, Vice President of human resources at CareerBuilder.<br />

<br />

So who exactly are these bullies? 45% of the bullied workers have pointed out their boss as the main culprit, while 25% said it was someone higher up in the organisation, but not the boss. A sizeable 46% claimed to have been bullied by their co-worker.<br />

<br />

The survey also looked at the common forms of bullying which were reported.&nbsp; Being falsely accused of mistakes emerged making it to the top of the list of the most common form of bullying.<br />

<br />

The study was based on data collected from a nationwide survey of nearly 3, 400 full-time private sector employees throughout various industries and company sizes.","2014-09-23 00:00:00",581,HRM,1,,1,581
192273,"What's getting workers in Hong Kong down?",,"2014-09-25 00:00:00","2114-09-24 00:00:00",/files/image/16600328_xl%5B1%5Dment.jpg,"Which health issue is driving talent away from jobs in Hong Kong?","<img alt="""" src=""/files/image/12799172_xlment.jpg"" style=""width: 138px; height: 92px; margin-left: 5px; margin-right: 5px; float: left;"" />More workers are seeking mental health support in Hong Kong.<br />

<br />

Some 90% of respondents have said they needed such support according to the city&rsquo;s first ever academic survey on workplace mental health conditions by the University of Hong Kong and the Joyful Mental Health Foundation.<br />

<br />

Another 60% also claimed that mental health issues have caused talented staff to leave their jobs.<br />

<br />

Almost a quarter of the participants were bothered by feeling down, depressed, or hopeless in the past month.<br />

<br />

The research findings also showed that the knowledge on mental illness among the working population is better than anticipated and the majority of them agreed that mental illness could be helped by psychotherapies.<br />

<br />

More than 50% of the participants stated that they were willing to work with people with mental health problems.<br />

<br />

Research findings also revealed a better than anticipated knowledge of mental illness among the working population.<br />

<br />

However, there was no economic evaluation of the consequences of mental illness among the working population in Hong Kong. &ldquo;If we were more aware of the economic consequences of the impact of mental health problems on the working people, we may like to consider developing more mentally-friendly workplaces for employees,&rdquo; said Professor Samson Tse Shu-Ki from the University of Hong Kong.<br />

<br />

The study explored the issues affecting the mental health status of working people so as to devise a friendly mental health working environment for the working population.","2014-09-23 00:00:00",581,HRM,1,,1,581
192305,"SG teachers to be given more training",,"2014-09-24 00:00:00","2114-09-24 00:00:00",/files/image/5428144_xxl%5B1%5Dedu.jpg,"Educators are getting more of MOE's support to excel.","<img alt="""" src=""/files/image/5428144_xxl%5B1%5Dedu.jpg"" style=""width: 138px; height: 92px; margin-left: 5px; margin-right: 5px; float: left;"" />Teachers can look forward to more support, training and mentorship in the future.<br />

<br />

These measures were announced by the Ministry of Education (MOE) as it looks to encourage teachers to deepen their skills and encourage learning.<br />

<br />

For a start, primary one and two teachers will be given the opportunity to undertake a three-month advanced diploma course that will equip them with the skills to cater to younger students&rsquo; socio-emotional learning needs, and ease their transition from pre-school to primary education.<br />

<br />

Primary school teachers can also move towards subject specialisation to develop deeper content mastery and pedagogical skills.<br />

<br />

Educators of students with learning needs schools will also receive better support to enhance their knowledge and skills with an inaugural advanced diploma course by MOE.<br />

<br />

To further enable more experienced teachers to continue to grow in their jobs, the Academy of Singapore Teachers (AST) and schools will continue to facilitate various platforms and programmes in schools, and other cluster and zonal level learning platforms.<br />

<br />

Leadership opportunities will also be presented to appointed senior teachers and lead teachers to deepen their professional knowledge and skills.<br />

<br />

The MOE will also look to raise the apex grade for the teaching track to recognise the national role of Master Teachers in developing and raising the competencies of the entire teaching service.<br />

<br />

&ldquo;MOE will continue to strengthen professional development opportunities and support our teachers to be lifelong learners, so that they too can be role models of lifelong learning for our students. With more skillful, caring and effective teachers in every school, we will be able to bring out the best in every child,&rdquo; the MOE said in its press release.<br />

&nbsp;<br />

&nbsp;","2014-09-24 00:00:00",581,HRM,1,,1,581
